locusnum,snpid,geneid,chrnum,chrpos,A1,A2,zscore_SCHI,zscore_FATH,zscore_BORN,zscore_BROT,zscore_SIST,zscore_BIRT,zscore_TERM,conjfdr_SCHI_FATH,prune_SCHI_FATH,conjfdr_SCHI_BORN,prune_SCHI_BORN,conjfdr_SCHI_BROT,prune_SCHI_BROT,conjfdr_SCHI_SIST,prune_SCHI_SIST,conjfdr_SCHI_BIRT,prune_SCHI_BIRT,conjfdr_SCHI_TERM,prune_SCHI_TERM,min_conjfdr,pval_SCHI,pval_FATH,pval_BORN,pval_BROT,pval_SIST,pval_BIRT,pval_TERM
14,,,6,152240423,,,4.986218,2.161153,NaN,3.829328,1.927835,4.943935,-0.750374,2.940151e-01,0,NaN,0,2.268676e-03,0,5.809177e-01,0,3.667775e-05,0,8.378146e-01,0,3.667775e-05,6.157270e-07,3.068348e-02,NaN,1.284939e-04,5.387565e-02,7.656115e-07,4.530293e-01
14,,,6,152240448,,,4.121522,3.417381,NaN,4.403309,1.429445,6.538977,-0.212247,1.865307e-02,0,NaN,0,8.638312e-04,0,6.907478e-01,0,2.123671e-03,0,1.000000e+00,0,8.638312e-04,3.763780e-05,6.322677e-04,NaN,1.066120e-05,1.528763e-01,6.194108e-11,8.319147e-01
14,,,6,152242900,,,3.951708,3.340679,NaN,3.715682,1.364037,5.657210,-1.718045,2.390505e-02,0,NaN,0,3.138884e-03,0,7.009794e-01,0,4.144005e-03,0,6.202129e-01,0,3.138884e-03,7.759532e-05,8.357384e-04,NaN,2.026562e-04,1.725559e-01,1.538536e-08,8.578839e-02
14,,,6,152242987,,,3.920468,3.363609,NaN,3.677949,1.308186,5.619843,-1.716846,2.221163e-02,0,NaN,0,3.486956e-03,0,7.095851e-01,0,4.676273e-03,0,6.204790e-01,0,3.486956e-03,8.837735e-05,7.693053e-04,NaN,2.351174e-04,1.908101e-01,1.911311e-08,8.600724e-02
14,,,6,152244647,,,3.953008,3.576367,NaN,3.878586,1.185931,6.461338,-1.299175,1.098664e-02,0,NaN,0,1.961116e-03,0,7.306230e-01,0,4.125095e-03,0,6.948101e-01,0,1.961116e-03,7.717494e-05,3.484020e-04,NaN,1.050654e-04,2.356497e-01,1.037811e-10,1.938840e-01
14,,,6,152244772,,,4.369239,2.370249,NaN,3.154064,1.782325,4.434302,-1.933288,2.246272e-01,0,NaN,0,1.204962e-02,0,6.231399e-01,0,7.320374e-04,0,5.610486e-01,0,7.320374e-04,1.246802e-05,1.777611e-02,NaN,1.610140e-03,7.469625e-02,9.237104e-06,5.320076e-02
14,,,6,152244787,,,3.956570,3.337854,NaN,3.701168,1.406272,5.679009,-1.719126,2.412771e-02,0,NaN,0,3.273139e-03,0,6.943231e-01,0,4.073233e-03,0,6.199729e-01,0,3.273139e-03,7.603367e-05,8.442798e-04,NaN,2.146090e-04,1.596434e-01,1.354772e-08,8.559140e-02
14,,,6,152245465,,,3.981177,3.326276,NaN,3.721674,1.368351,5.688425,-1.746895,2.503878e-02,0,NaN,0,3.085894e-03,0,7.003053e-01,0,3.713824e-03,0,6.137698e-01,0,3.085894e-03,6.857491e-05,8.801485e-04,NaN,1.979068e-04,1.712021e-01,1.282161e-08,8.065548e-02
14,,,6,152245716,,,4.395682,2.360908,NaN,3.186082,1.742522,4.446324,-1.955442,2.276514e-01,0,NaN,0,1.128177e-02,0,6.331051e-01,0,6.535685e-04,0,5.539991e-01,0,6.535685e-04,1.104257e-05,1.823027e-02,NaN,1.442137e-03,8.141710e-02,8.735210e-06,5.053095e-02
14,,,6,152245756,,,3.975173,3.533402,NaN,3.900898,1.157486,6.476784,-1.312249,1.270343e-02,0,NaN,0,1.832108e-03,0,7.355207e-01,0,3.801707e-03,0,6.927532e-01,0,1.832108e-03,7.032823e-05,4.102475e-04,NaN,9.583660e-05,2.470739e-01,9.369805e-11,1.894363e-01
14,,,6,152245938,,,4.432572,2.331071,NaN,3.183016,1.763586,4.398096,-2.006937,2.372474e-01,0,NaN,0,1.135405e-02,0,6.280548e-01,0,5.525162e-04,0,5.340530e-01,0,5.525162e-04,9.311556e-06,1.974963e-02,NaN,1.457495e-03,7.780171e-02,1.092047e-05,4.475642e-02
14,,,6,152247152,,,4.355847,2.373801,2.560389,3.186433,1.725677,4.465249,-1.960976,2.234750e-01,0,1.882771e-01,0,1.127350e-02,0,6.368259e-01,0,7.797929e-04,0,5.520892e-01,0,7.797929e-04,1.325534e-05,1.760606e-02,1.045552e-02,1.440390e-03,8.440547e-02,7.997575e-06,4.988178e-02
14,,,6,152250975,,,3.948526,3.355872,NaN,3.720051,1.326487,5.660543,-1.682244,2.271955e-02,0,NaN,0,3.098923e-03,0,7.067898e-01,0,4.190290e-03,0,6.281036e-01,0,3.098923e-03,7.863396e-05,7.911509e-04,NaN,1.991826e-04,1.846784e-01,1.508946e-08,9.252160e-02
14,,,6,152251080,,,3.957730,3.345138,2.574475,3.731751,1.369654,5.651788,-1.696523,2.355316e-02,0,1.838935e-01,0,3.004863e-03,0,7.001016e-01,0,4.056331e-03,0,6.249704e-01,0,3.004863e-03,7.566536e-05,8.224154e-04,1.003925e-02,1.901535e-04,1.707951e-01,1.587870e-08,8.978694e-02
14,,,6,152251568,,,4.350093,2.415795,2.408334,3.170058,1.769338,4.460383,-1.961954,2.098155e-01,0,2.368587e-01,0,1.165887e-02,0,6.265500e-01,0,8.009265e-04,0,5.517087e-01,0,8.009265e-04,1.360796e-05,1.570091e-02,1.602553e-02,1.524085e-03,7.683748e-02,8.181330e-06,4.976783e-02
14,,,6,152257687,,,3.903758,3.574859,3.325990,3.865993,1.088451,6.489649,-1.361866,1.104487e-02,0,3.342491e-02,0,2.038789e-03,0,7.506032e-01,0,4.968668e-03,0,6.848316e-01,0,2.038789e-03,9.471060e-05,3.504167e-04,8.810499e-04,1.106381e-04,2.763959e-01,8.603657e-11,1.732400e-01
14,,,6,152259155,,,4.244185,2.415351,2.415672,3.116982,1.794554,4.406623,-2.036810,2.099527e-01,0,2.343712e-01,0,1.303999e-02,0,6.199126e-01,0,1.271872e-03,0,5.221629e-01,0,1.271872e-03,2.193893e-05,1.572006e-02,1.570622e-02,1.827126e-03,7.272483e-02,1.049947e-05,4.166913e-02
14,,,6,152260206,,,4.288852,2.298448,2.461240,3.145833,1.798306,4.318049,-2.007044,2.481314e-01,0,2.195211e-01,0,1.227031e-02,0,6.189193e-01,0,1.048768e-03,0,5.340102e-01,0,1.048768e-03,1.795992e-05,2.153633e-02,1.384579e-02,1.656145e-03,7.212860e-02,1.574144e-05,4.474493e-02
14,,,6,152260668,,,3.866908,3.250040,3.011697,3.664141,1.338949,5.675728,-1.757844,3.160024e-02,0,7.793956e-02,0,3.613529e-03,0,7.048727e-01,0,5.694785e-03,0,6.111702e-01,0,3.613529e-03,1.102238e-04,1.153887e-03,2.597919e-03,2.481697e-04,1.805873e-01,1.381000e-08,7.877407e-02
14,,,6,152261004,,,4.272641,2.326275,2.324789,3.131047,1.759049,4.355006,-2.007584,2.387978e-01,0,2.658960e-01,0,1.266553e-02,0,6.292391e-01,0,1.121669e-03,0,5.337965e-01,0,1.121669e-03,1.931714e-05,2.000391e-02,2.008323e-02,1.741843e-03,7.856916e-02,1.330634e-05,4.468748e-02
14,,,6,152262113,,,3.770288,3.423975,3.324905,3.803956,1.052838,6.483880,-1.340754,1.828360e-02,0,3.353617e-02,0,2.472826e-03,0,7.584824e-01,0,7.990718e-03,0,6.882245e-01,0,2.472826e-03,1.630590e-04,6.171239e-04,8.844867e-04,1.424034e-04,2.924153e-01,8.939351e-11,1.800003e-01
14,,,6,152263360,,,3.919034,3.486516,3.419660,3.830600,1.093791,6.403207,-1.337882,1.487462e-02,0,2.478228e-02,0,2.259631e-03,0,7.494095e-01,0,4.701403e-03,0,6.886835e-01,0,2.259631e-03,8.890462e-05,4.893563e-04,6.269934e-04,1.278310e-04,2.740465e-01,1.521472e-10,1.809350e-01
14,,,6,152266468,,,4.066487,1.404137,3.325590,3.570404,1.648701,4.770085,-0.357009,5.301170e-01,0,3.346596e-02,0,4.633403e-03,0,6.535060e-01,0,2.652732e-03,0,9.804807e-01,0,2.652732e-03,4.772711e-05,1.602780e-01,8.823162e-04,3.564313e-04,9.920892e-02,1.841478e-06,7.210852e-01
14,,,6,152271840,,,3.923283,0.989478,NaN,3.423829,1.859991,3.811053,-0.853141,6.642884e-01,0,NaN,0,6.632012e-03,0,6.023165e-01,0,4.626897e-03,0,7.983532e-01,0,4.626897e-03,8.735048e-05,3.224296e-01,NaN,6.174552e-04,6.288685e-02,1.383759e-04,3.935813e-01
14,,,6,152276923,,,4.161817,0.925738,NaN,3.425055,1.723625,3.656050,-1.005571,6.909985e-01,0,NaN,0,6.613800e-03,0,6.372775e-01,0,5.949603e-03,0,7.536840e-01,0,5.949603e-03,3.157254e-05,3.545823e-01,NaN,6.146740e-04,8.477560e-02,2.561310e-04,3.146218e-01
14,,,6,152278318,,,3.902894,1.198011,NaN,3.541763,1.545731,4.876260,-0.476889,5.923083e-01,0,NaN,0,4.970634e-03,0,6.721620e-01,0,4.983754e-03,0,9.543332e-01,0,4.970634e-03,9.504940e-05,2.309129e-01,NaN,3.974626e-04,1.221695e-01,1.081159e-06,6.334415e-01
14,,,6,152278741,,,3.789233,1.150076,2.921534,3.578578,1.248490,4.907537,-0.545830,6.069718e-01,0,9.573916e-02,0,4.536718e-03,0,7.196090e-01,0,7.491056e-03,0,9.251909e-01,0,4.536718e-03,1.511128e-04,2.501128e-01,3.483124e-03,3.454688e-04,2.118518e-01,9.222732e-07,5.851830e-01
14,,,6,152278885,,,4.079469,0.861828,2.188349,3.417064,1.606541,3.703328,-1.038234,7.168722e-01,0,3.169115e-01,0,6.734158e-03,0,6.613089e-01,0,4.969536e-03,0,7.465381e-01,0,4.969536e-03,4.513871e-05,3.887823e-01,2.864421e-02,6.330048e-04,1.081551e-01,2.127894e-04,2.991612e-01
14,,,6,152279514,,,3.747901,1.063528,NaN,3.668680,1.394197,4.525508,-0.463889,6.377396e-01,0,NaN,0,3.571967e-03,0,6.962392e-01,0,8.644714e-03,0,9.572696e-01,0,3.571967e-03,1.783204e-04,2.875424e-01,NaN,2.438058e-04,1.632581e-01,6.025054e-06,6.427273e-01
14,,,6,152279804,,,4.115003,0.726804,NaN,3.656065,1.457038,4.351495,-0.131841,7.820586e-01,0,NaN,0,3.694266e-03,0,6.864736e-01,0,2.177274e-03,0,1.000000e+00,0,2.177274e-03,3.871743e-05,4.673463e-01,NaN,2.561165e-04,1.451059e-01,1.352122e-05,8.951098e-01
14,,,6,152280867,,,4.210236,0.759845,NaN,3.658340,1.519924,4.230202,-0.167199,7.660957e-01,0,NaN,0,3.670332e-03,0,6.765349e-01,0,1.463664e-03,0,1.000000e+00,0,1.463664e-03,2.551038e-05,4.473475e-01,NaN,2.538542e-04,1.285302e-01,2.334821e-05,8.672139e-01
14,,,6,152281584,,,4.270422,0.791272,NaN,3.717028,1.449717,4.255989,-0.123365,7.506275e-01,0,NaN,0,3.126411e-03,0,6.876127e-01,0,1.131629e-03,0,1.000000e+00,0,1.131629e-03,1.951037e-05,4.287852e-01,NaN,2.015801e-04,1.471374e-01,2.081269e-05,9.018183e-01
14,,,6,152282306,,,4.284225,0.715746,NaN,3.773284,1.387373,4.291397,-0.183432,7.873324e-01,0,NaN,0,2.668832e-03,0,6.973175e-01,0,1.069600e-03,0,1.000000e+00,0,1.069600e-03,1.833772e-05,4.741481e-01,NaN,1.611125e-04,1.653280e-01,1.775526e-05,8.544594e-01
14,,,6,152282325,,,4.179453,0.674935,NaN,3.798801,1.243092,4.345097,-0.198123,8.065024e-01,0,NaN,0,2.484795e-03,0,7.205725e-01,0,1.672287e-03,0,1.000000e+00,0,1.672287e-03,2.922109e-05,4.997168e-01,NaN,1.453980e-04,2.138339e-01,1.392139e-05,8.429486e-01
14,,,6,152283478,,,3.812335,0.630247,2.423789,3.805146,0.824388,4.324265,-0.390818,8.330308e-01,0,2.317422e-01,0,2.439998e-03,0,8.237598e-01,0,6.920039e-03,0,9.733167e-01,0,2.439998e-03,1.376603e-04,5.285328e-01,1.535953e-02,1.417205e-04,4.097194e-01,1.530415e-05,6.959320e-01
14,,,6,152285122,,,3.338383,1.243126,NaN,3.260236,0.325418,4.983980,0.002280,5.781904e-01,0,NaN,0,9.620920e-03,0,9.894230e-01,0,2.897480e-02,0,1.000000e+00,0,9.620920e-03,8.426755e-04,2.138213e-01,NaN,1.113196e-03,7.448644e-01,6.228952e-07,9.981805e-01
14,,,6,152285971,,,3.314848,1.307178,NaN,3.305407,0.473861,5.007478,0.026529,5.585634e-01,0,NaN,0,8.704107e-03,0,9.641771e-01,0,3.075736e-02,0,1.000000e+00,0,8.704107e-03,9.169298e-04,1.911522e-01,NaN,9.483866e-04,6.355988e-01,5.514780e-07,9.788357e-01
14,,,6,152292660,,,3.333888,1.290317,2.217044,3.269688,0.439416,5.211080,0.025808,5.633808e-01,0,3.058549e-01,0,9.421874e-03,0,9.702593e-01,0,2.931608e-02,0,1.000000e+00,0,9.421874e-03,8.564111e-04,1.969407e-01,2.662010e-02,1.076661e-03,6.603603e-01,1.877445e-07,9.794103e-01
14,,,6,152293102,,,3.320714,1.293148,NaN,3.264047,0.428964,5.206923,0.056083,5.625745e-01,0,NaN,0,9.540729e-03,0,9.720778e-01,0,3.031410e-02,0,1.000000e+00,0,9.540729e-03,8.978757e-04,1.959597e-01,NaN,1.098330e-03,6.679492e-01,1.919973e-07,9.552756e-01
14,,,6,152293905,,,3.300292,1.292203,2.190765,3.306649,0.397469,5.212141,0.049953,5.628438e-01,0,3.159847e-01,0,8.680912e-03,0,9.774823e-01,0,3.185437e-02,0,1.000000e+00,0,8.680912e-03,9.658437e-04,1.962868e-01,2.846879e-02,9.441901e-04,6.910219e-01,1.866740e-07,9.601602e-01
15,,,7,8394248,,,-3.951191,-1.226418,0.830045,-3.777022,-1.547032,0.151612,1.069012,5.834549e-01,0,8.834286e-01,0,2.638429e-03,1,6.719327e-01,0,1.000000e+00,0,7.396930e-01,0,2.638429e-03,7.776312e-05,2.200415e-01,4.065133e-01,1.587147e-04,1.218555e-01,8.794930e-01,2.850643e-01
15,,,7,8398326,,,3.411726,1.647583,-1.447962,3.255269,1.576745,-0.375868,-0.462000,4.593607e-01,0,6.200562e-01,0,9.725313e-03,0,6.666619e-01,0,9.726737e-01,0,9.576941e-01,0,9.725313e-03,6.455290e-04,9.943818e-02,1.476276e-01,1.132849e-03,1.148541e-01,7.070150e-01,6.440811e-01
15,,,7,8408976,,,3.508569,1.491751,NaN,3.401952,1.606541,-0.433023,-0.160987,5.050477e-01,0,NaN,0,6.988637e-03,0,6.613089e-01,0,9.582957e-01,0,1.000000e+00,0,6.988637e-03,4.505237e-04,1.357645e-01,NaN,6.690634e-04,1.081551e-01,6.649978e-01,8.721038e-01
15,,,7,8409271,,,3.503670,1.503694,NaN,3.407157,1.608811,-0.430476,-0.156728,5.015718e-01,0,NaN,0,6.901092e-03,0,6.608983e-01,0,9.589482e-01,0,1.000000e+00,0,6.901092e-03,4.588929e-04,1.326603e-01,NaN,6.564327e-04,1.076578e-01,6.668492e-01,8.754594e-01
15,,,7,8412651,,,3.428953,1.553908,-1.523627,3.318467,1.589555,-0.483805,-0.099679,4.869726e-01,0,5.895825e-01,0,8.459945e-03,0,6.643689e-01,0,9.443503e-01,0,1.000000e+00,0,8.459945e-03,6.059147e-04,1.202064e-01,1.276019e-01,9.051315e-04,1.119351e-01,6.285245e-01,9.205989e-01
15,,,7,8414264,,,3.417098,1.560256,NaN,3.338930,1.631450,-0.527238,-0.098593,4.851354e-01,0,NaN,0,8.075678e-03,0,6.567815e-01,0,9.235647e-01,0,1.000000e+00,0,8.075678e-03,6.329244e-04,1.186994e-01,NaN,8.410165e-04,1.027953e-01,5.980284e-01,9.214611e-01
15,,,7,8415393,,,3.416418,1.537810,-1.237968,3.368534,1.626658,-0.577335,0.065223,4.916088e-01,0,7.045368e-01,0,7.547900e-03,0,6.576562e-01,0,8.988694e-01,0,1.000000e+00,0,7.547900e-03,6.345072e-04,1.240950e-01,2.157280e-01,7.556906e-04,1.038097e-01,5.637135e-01,9.479962e-01
15,,,7,8424925,,,3.839377,1.616401,-1.067681,3.674895,2.407755,-1.105715,-0.554890,4.686678e-01,0,7.765173e-01,0,3.514988e-03,0,3.781608e-01,0,6.672158e-01,0,9.211727e-01,0,3.514988e-03,1.233471e-04,1.060076e-01,2.856645e-01,2.379476e-04,1.605095e-02,2.688500e-01,5.789696e-01
16,,,7,104006510,,,3.931178,2.115193,NaN,3.444889,1.116451,1.000680,0.700481,3.095334e-01,0,NaN,0,6.318550e-03,1,7.443075e-01,0,7.028653e-01,0,8.566100e-01,0,6.318550e-03,8.453057e-05,3.441352e-02,NaN,5.712934e-04,2.642290e-01,3.169816e-01,4.836272e-01
17,,,8,62494439,,,3.564372,0.765180,NaN,3.383105,-0.904566,-0.009325,-0.344559,7.634892e-01,0,NaN,0,7.304636e-03,1,7.984954e-01,0,1.000000e+00,0,9.830777e-01,0,7.304636e-03,3.647288e-04,4.441643e-01,NaN,7.167110e-04,3.656954e-01,9.925595e-01,7.304262e-01
17,,,8,62497607,,,3.547477,0.750371,0.423917,3.355864,-0.894565,0.006141,-0.259388,7.707041e-01,0,9.995032e-01,0,7.758677e-03,0,8.013861e-01,0,1.000000e+00,0,1.000000e+00,0,7.758677e-03,3.889403e-04,4.530315e-01,6.716260e-01,7.911747e-04,3.710199e-01,9.951002e-01,7.953361e-01
17,,,8,62498996,,,3.546743,0.735129,0.358425,3.334822,-0.891573,0.003412,-0.274986,7.780651e-01,0,9.997092e-01,0,8.152998e-03,0,8.022478e-01,0,1.000000e+00,0,9.971859e-01,0,8.152998e-03,3.900255e-04,4.622609e-01,7.200255e-01,8.535416e-04,3.726220e-01,9.972779e-01,7.833267e-01
17,,,8,62503930,,,3.511151,0.757589,NaN,3.358424,-0.897193,0.009780,-0.300729,7.671951e-01,0,NaN,0,7.716145e-03,0,8.006280e-01,0,1.000000e+00,0,9.920452e-01,0,7.716145e-03,4.461715e-04,4.486971e-01,NaN,7.838828e-04,3.696160e-01,9.921966e-01,7.636212e-01
18,,,8,84166071,,,-3.256960,-0.095876,2.542741,-3.371191,-1.598327,0.523741,-1.150512,9.997781e-01,0,2.002071e-01,0,9.645099e-03,0,6.659061e-01,0,9.247431e-01,0,7.316329e-01,0,9.645099e-03,1.126124e-03,9.236194e-01,1.099866e-02,7.484387e-04,1.099702e-01,6.004585e-01,2.499329e-01
18,,,8,84178565,,,-3.257591,-0.011778,2.382317,-3.313540,-1.576045,0.479615,-1.107938,9.999736e-01,0,2.527067e-01,0,9.630599e-03,1,6.698877e-01,0,9.457603e-01,0,7.404123e-01,0,9.630599e-03,1.123624e-03,9.906025e-01,1.720407e-02,9.212286e-04,1.150153e-01,6.315013e-01,2.678888e-01
19,,,9,8371405,,,3.777015,-1.341997,1.649106,4.351689,0.859274,1.090576,0.107406,5.484943e-01,0,5.384713e-01,0,2.422096e-03,1,8.114604e-01,0,6.724505e-01,0,1.000000e+00,0,2.422096e-03,1.587194e-04,1.795969e-01,9.912583e-02,1.350928e-05,3.901895e-01,2.754593e-01,9.144669e-01
20,,,10,64887856,,,3.540785,0.127145,NaN,3.275702,-0.395655,1.184635,-0.263250,9.996751e-01,0,NaN,0,9.294977e-03,0,9.777900e-01,0,6.420825e-01,0,9.994990e-01,0,9.294977e-03,3.989393e-04,8.988259e-01,NaN,1.053998e-03,6.923592e-01,2.361617e-01,7.923582e-01
20,,,10,65191645,,,4.160913,-0.115717,NaN,3.368534,-1.373582,1.502931,-0.736746,9.997056e-01,0,NaN,0,7.547900e-03,1,6.994863e-01,0,5.591526e-01,0,8.430031e-01,0,7.547900e-03,3.169782e-05,9.078769e-01,NaN,7.556906e-04,1.695715e-01,1.328569e-01,4.612771e-01
21,,,10,84457148,,,-4.238195,-1.169954,-1.450645,-3.550027,-0.233554,-0.781146,2.137549,6.009327e-01,0,6.189929e-01,0,4.873578e-03,0,9.996943e-01,0,7.983227e-01,0,4.788232e-01,0,4.873578e-03,2.253244e-05,2.420193e-01,1.468786e-01,3.851920e-04,8.153312e-01,4.347168e-01,3.255335e-02
21,,,10,84459894,,,-4.228799,-1.221599,NaN,-3.569602,-0.286279,-0.770492,2.118694,5.849653e-01,0,NaN,0,4.642878e-03,1,9.956660e-01,0,8.035147e-01,0,4.871535e-01,0,4.642878e-03,2.349424e-05,2.218593e-01,NaN,3.575241e-04,7.746645e-01,4.410082e-01,3.411634e-02
22,,,11,27636885,,,-3.569537,-0.982494,0.652943,-4.552556,-3.121612,-1.385051,0.443478,6.672592e-01,0,9.582285e-01,0,4.337236e-03,0,9.666929e-02,0,5.876578e-01,0,9.618300e-01,0,4.337236e-03,3.576131e-04,3.258565e-01,5.137931e-01,5.299808e-06,1.798641e-03,1.660369e-01,6.574197e-01
22,,,11,27638934,,,-3.586096,-1.038799,0.806092,-4.537518,-3.112017,-1.424244,0.419301,6.463305e-01,0,8.944656e-01,0,4.143776e-03,0,9.905791e-02,0,5.778571e-01,0,9.671537e-01,0,4.143776e-03,3.356652e-04,2.988983e-01,4.201900e-01,5.692013e-06,1.858138e-03,1.543759e-01,6.749962e-01
22,,,11,27640223,,,-3.570914,-1.043197,NaN,-4.554688,-3.049035,-1.403943,0.436276,6.448106e-01,0,NaN,0,4.321175e-03,0,1.161172e-01,0,5.827580e-01,0,9.634248e-01,0,4.321175e-03,3.557377e-04,2.968571e-01,NaN,5.246327e-06,2.295776e-03,1.603357e-01,6.626364e-01
22,,,11,27650524,,,-3.274892,-0.411401,0.629076,-3.774356,-2.636803,-0.744549,0.085812,9.446282e-01,0,9.638016e-01,0,9.231984e-03,0,3.295113e-01,0,8.157901e-01,0,1.000000e+00,0,9.231984e-03,1.057023e-03,6.807783e-01,5.292994e-01,1.604218e-04,8.369141e-03,4.565445e-01,9.316161e-01
22,,,11,27700125,,,-3.563696,-0.811409,0.591120,-4.243658,-3.080062,-1.322425,0.600972,7.405695e-01,0,9.734586e-01,0,4.405286e-03,0,1.073683e-01,0,6.035998e-01,0,9.003820e-01,0,4.405286e-03,3.656699e-04,4.171307e-01,5.544403e-01,2.199054e-05,2.069578e-03,1.860268e-01,5.478585e-01
22,,,11,27707486,,,-3.625391,-0.881850,NaN,-4.265055,-3.013320,-1.321110,0.609913,7.088636e-01,0,NaN,0,3.722944e-03,1,1.264266e-01,0,6.039294e-01,0,8.962790e-01,0,3.722944e-03,2.885244e-04,3.778580e-01,NaN,1.998531e-05,2.584066e-03,1.864646e-01,5.419193e-01
22,,,11,27728539,,,-3.507930,-0.733553,0.959102,-4.122800,-2.995806,-1.220206,0.587006,7.788224e-01,0,8.247957e-01,0,5.115896e-03,0,1.321580e-01,0,6.318652e-01,0,9.067460e-01,0,5.115896e-03,4.516083e-04,4.632209e-01,3.375076e-01,3.742941e-05,2.737208e-03,2.223868e-01,5.571998e-01
23,,,11,32515108,,,3.958696,0.444852,1.516300,3.247091,0.603046,1.459201,-0.590921,9.318954e-01,0,5.925778e-01,0,9.896911e-03,1,9.123168e-01,0,5.696283e-01,0,9.049674e-01,0,9.896911e-03,7.536007e-05,6.564266e-01,1.294434e-01,1.165913e-03,5.464780e-01,1.445098e-01,5.545733e-01
24,,,12,96821296,,,3.650069,0.099863,-0.682145,3.901454,0.950928,2.159984,-1.556015,9.997475e-01,0,9.492158e-01,0,3.473633e-03,1,7.848888e-01,0,3.496341e-01,0,6.526806e-01,0,3.473633e-03,2.621700e-04,9.204534e-01,4.951475e-01,9.561682e-05,3.416410e-01,3.077389e-02,1.197046e-01
25,,,13,109809622,,,-4.051643,1.069665,0.582639,-3.318340,0.063095,-0.003298,-1.358247,6.355906e-01,0,9.755030e-01,0,8.462310e-03,1,9.999227e-01,0,1.000000e+00,0,6.854156e-01,0,8.462310e-03,5.085924e-05,2.847700e-01,5.601360e-01,9.055409e-04,9.496906e-01,9.973686e-01,1.743853e-01
26,,,16,12197441,,,-4.223753,-1.664341,NaN,-3.954068,-1.560945,-1.708250,1.942119,4.543605e-01,0,NaN,0,1.553866e-03,1,6.694732e-01,0,5.077996e-01,0,5.582456e-01,0,1.553866e-03,2.402673e-05,9.604421e-02,NaN,7.683366e-05,1.185368e-01,8.758989e-02,5.212273e-02
26,,,16,12200115,,,-3.603953,-2.071612,NaN,-3.776184,-0.974302,-2.320090,1.747783,3.241350e-01,0,NaN,0,3.938305e-03,0,7.778994e-01,0,2.804389e-01,0,6.135703e-01,0,3.938305e-03,3.134132e-04,3.830162e-02,NaN,1.592493e-04,3.299066e-01,2.033603e-02,8.050157e-02
26,,,16,12201691,,,-3.569987,-2.093872,-2.910301,-3.683115,-1.030823,-2.282667,1.836179,3.167059e-01,0,9.810031e-02,0,4.331984e-03,0,7.632814e-01,0,2.968411e-01,0,5.904354e-01,0,4.331984e-03,3.569988e-04,3.627142e-02,3.610813e-03,2.304015e-04,3.026238e-01,2.244998e-02,6.633125e-02
26,,,16,12202572,,,-3.571891,-2.086473,NaN,-3.728387,-1.058829,-2.251968,1.859182,3.191818e-01,0,NaN,0,4.309775e-03,0,7.571669e-01,0,3.101401e-01,0,5.841992e-01,0,4.309775e-03,3.544124e-04,3.693578e-02,NaN,1.927091e-04,2.896776e-01,2.432428e-02,6.300133e-02
26,,,16,12203789,,,-3.507452,-2.129665,NaN,-3.588872,-1.098150,-2.323091,1.646225,3.046335e-01,0,NaN,0,5.122325e-03,0,7.484326e-01,0,2.791142e-01,0,6.359254e-01,0,5.122325e-03,4.524208e-04,3.319930e-02,NaN,3.321113e-04,2.721390e-01,2.017425e-02,9.971740e-02
26,,,16,12203844,,,-3.578272,-2.127667,NaN,-3.749302,-1.071485,-2.303447,1.780322,3.053114e-01,0,NaN,0,4.235281e-03,0,7.543748e-01,0,2.877590e-01,0,6.052865e-01,0,4.235281e-03,3.458733e-04,3.336469e-02,NaN,1.773276e-04,2.839514e-01,2.125368e-02,7.502334e-02
26,,,16,12205542,,,-3.441396,-2.011607,-2.837285,-3.746689,-0.900586,-2.057612,1.755649,3.441805e-01,0,1.142862e-01,0,6.089359e-03,0,7.996475e-01,0,3.917134e-01,0,6.117420e-01,0,6.089359e-03,5.787217e-04,4.426134e-02,4.549892e-03,1.791837e-04,3.678083e-01,3.962743e-02,7.914842e-02
26,,,16,12207306,,,-3.518107,-2.078893,NaN,-3.862709,-0.981713,-2.238847,1.902010,3.217118e-01,0,NaN,0,4.978891e-03,0,7.756651e-01,0,3.157860e-01,0,5.709004e-01,0,4.978891e-03,4.346371e-04,3.762723e-02,NaN,1.121368e-04,3.262413e-01,2.516588e-02,5.716985e-02
26,,,16,12207491,,,-3.528051,-1.920007,-2.803793,-3.657054,-0.865009,-2.069693,1.705181,3.742888e-01,0,1.219956e-01,0,4.844685e-03,0,8.098366e-01,0,3.868348e-01,0,6.230616e-01,0,4.844685e-03,4.186311e-04,5.485697e-02,5.050525e-03,2.551307e-04,3.870340e-01,3.848110e-02,8.816071e-02
26,,,16,12209658,,,-3.563261,-1.914308,NaN,-3.734465,-0.865909,-2.038725,1.864105,3.761436e-01,0,NaN,0,4.410348e-03,0,8.095813e-01,0,3.990347e-01,0,5.826816e-01,0,4.410348e-03,3.662764e-04,5.558078e-02,NaN,1.881147e-04,3.865402e-01,4.147752e-02,6.230690e-02
26,,,16,12210702,,,-3.598919,-1.910374,NaN,-3.678885,-0.861956,-2.044154,1.900976,3.774215e-01,0,NaN,0,3.993431e-03,0,8.107015e-01,0,3.969436e-01,0,5.712241e-01,0,3.993431e-03,3.195432e-04,5.608504e-02,NaN,2.342561e-04,3.887115e-01,4.093831e-02,5.730517e-02
